product;data;quantity;cd
131313;2023-02-01;55;1090
131313;2023-04-01;7;1090
131313;2023-06-01;60;1090
131313;2023-07-01;14;1090
131313;2023-08-01;10;1090
131313;2023-09-01;15;1090
131313;2023-10-01;9;1090
131313;2023-11-01;3;1090
131313;2023-12-01;1;1090
131313;2024-01-01;3;1090
131313;2024-02-01;7;1090
131313;2024-03-01;25;1090
131313;2024-04-01;3;1090
131313;2024-05-01;6;1090
131313;2024-06-01;8;1090
131313;2025-01-01;13;1090
131313;2025-02-01;15;1090
131313;2025-03-01;8;1090
