codigo;filial;rota;m-4;m-3;m-2;m-1;forecast;estoque_in;estoque_livre;compras;transferencias;estoque_total;cmv
10528;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10528;1002;1002;544;350;167;925;145;0;0;120;0;120;0
10528;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10541;1006;1006;0;0;0;0;0;6;6;0;0;6;16.05
10541;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10542;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10543;1036;1036;395;356;294;450;335;807;729;0;0;807;116.41
10543;1024;1024;0;0;0;0;0;0;0;0;0;0;0
10543;1023;1023;0;0;0;0;0;0;0;0;0;0;0
10543;1021;1021;128;89;176;78;62;230;229;0;0;230;127.31
10543;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10543;1009;1009;0;0;0;0;0;18;18;0;0;18;127.9
10543;1006;1006;495;696;740;576;481;1301;1174;0;5;1306;127.45
10543;1002;1002;0;0;0;0;0;2;0;0;0;2;121.24
10543;1001;1001;0;0;0;0;0;40;34;0;0;40;127.65
10545;1021;1021;0;0;0;0;0;0;0;0;0;0;0
10545;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10545;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10553;1024;1024;0;0;0;0;0;0;0;0;0;0;0
10553;1023;1036->1023;0;0;0;0;0;0;0;0;0;0;0
10553;1021;1021;0;0;0;0;0;0;0;0;0;0;0
10553;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10553;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10553;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10553;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10553;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10560;1036;1036;0;0;0;0;0;0;0;0;0;0;0
10560;1024;1010->1024;0;0;0;0;0;0;0;0;0;0;0
10560;1023;1002->1023;0;0;0;0;0;0;0;0;0;0;0
10560;1021;1021;0;0;0;0;0;0;0;0;0;0;0
10560;1015;1015;0;0;0;0;0;0;0;0;0;0;0
10560;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10560;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10560;1006;1036->1006;0;0;0;0;1;0;0;0;0;0;0
10560;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10560;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10560;1001;1036->1001;0;0;0;0;0;0;0;0;0;0;0
10584;1036;1036;0;0;0;0;1;7;7;16;0;23;310.49
10584;1023;1036->1023;0;0;0;0;2;16;16;0;0;16;310.49
10584;1010;1010;1;0;3;5;2;1;1;7;0;8;310.62
10584;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10584;1006;1006;0;0;0;0;1;1;1;8;0;9;309.22
10584;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10593;1003;1036->1003;0;0;0;0;0;0;0;0;0;0;0
10593;1001;1036->1001;0;0;0;0;0;0;0;0;0;0;0
10614;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10614;1006;1003->1006;1;0;0;0;0;0;0;0;0;0;0
10614;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10628;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10628;1001;1036->1001;0;0;0;0;0;0;0;0;0;0;0
10634;1023;1036->1023;0;0;0;0;0;0;0;0;0;0;0
10634;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10634;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10634;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10634;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10634;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10662;1036;1036;184;163;98;100;181;468;450;96;0;564;134.65
10662;1021;1002->1021;57;92;98;41;99;117;117;135;0;252;153.5
10662;1013;-;0;0;0;0;0;0;0;0;0;0;0
10662;1010;1010;225;340;505;251;369;407;407;579;0;986;138.61
10662;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10662;1006;1006;413;396;422;265;481;629;622;404;28;1061;144.69
10662;1003;1003;0;0;0;0;0;3;3;0;0;3;155.22
10662;1002;1002;261;82;109;65;130;277;273;45;0;322;140.44
10662;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10664;1036;1036;61;107;32;40;70;80;77;80;0;160;174.29
10664;1021;1002->1021;21;16;9;6;18;35;35;6;0;41;179.02
10664;1013;-;0;0;0;0;0;0;0;0;0;0;0
10664;1010;1010;29;43;40;45;39;81;81;11;0;92;171.53
10664;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10664;1006;1006;108;110;83;71;116;178;178;92;0;270;170.96
10664;1003;1003;0;0;0;0;0;17;17;0;0;17;171.89
10664;1002;1002;84;21;39;22;43;162;160;11;0;173;171.77
10664;1001;1001;0;0;0;0;0;6;6;0;0;6;156.49
10665;1023;1036->1023;0;0;0;8;2;4;4;0;0;4;24.07
10665;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10665;1006;1003->1006;0;0;0;0;8;72;62;0;0;72;24.07
10665;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10665;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10665;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10666;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10666;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10669;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10670;1036;1036;3;10;2;10;10;38;0;0;0;38;251.09
10670;1023;1036->1023;0;2;0;1;1;1;1;0;0;1;226.71
10670;1021;1021;0;0;0;0;0;0;0;0;0;0;0
10670;1010;1010;1;1;4;10;2;3;0;0;0;3;226.74
10670;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10670;1006;1003->1006;0;5;4;15;3;0;0;0;10;10;0
10670;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10670;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10670;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10682;1036;1036;31;42;26;69;18;50;43;0;0;50;277.02
10682;1024;1024;0;0;0;0;0;96;96;0;0;96;285.43
10682;1023;1023;0;0;0;0;0;0;0;0;0;0;0
10682;1021;1021;39;25;37;36;17;147;139;0;0;147;276.99
10682;1010;1010;0;0;0;0;0;3;3;0;0;3;277.02
10682;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10682;1006;1006;115;82;115;97;69;297;0;0;0;297;276.88
10682;1002;1002;0;0;0;0;0;315;315;0;0;315;277.02
10682;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10684;1036;1036;0;0;0;120;0;0;0;0;0;0;0
10684;1023;1036->1023;2;0;0;1;0;1;1;0;0;1;6.2
10684;1021;1036->1021;0;0;1;0;0;0;0;0;0;0;0
10684;1010;1036->1010;9;6;0;3;3;1;1;0;0;1;9.38
10684;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10684;1006;1003->1006;1;2;1;0;1;1;1;0;0;1;8.75
10684;1003;1036->1003;0;0;0;0;0;0;0;0;0;0;0
10684;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10695;1036;1036;3;8;0;0;4;197;197;0;0;197;314.49
10695;1024;1024;0;0;0;0;0;13;0;0;0;13;332.64
10695;1023;1023;132;165;101;172;77;114;43;74;0;188;312.37
10695;1021;1021;25;120;151;150;155;157;0;210;0;367;315.84
10695;1015;1015;0;0;0;0;0;0;0;0;0;0;0
10695;1010;1010;94;96;41;80;137;73;53;262;0;335;332.64
10695;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10695;1006;1036->1006;280;245;217;283;342;265;198;514;0;779;317.23
10695;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10695;1002;1002;87;35;83;25;64;91;62;59;0;150;318.17
10695;1001;1036->1001;0;0;0;0;0;1;1;0;0;1;286.28
10696;1036;1036;16729;6319;18637;14467;13762;2116;116;24024;0;26140;4.81
10696;1023;1036->1023;167;50;325;75;310;240;240;0;300;540;4.81
10696;1021;1002->1021;0;0;0;0;42;1;1;0;0;1;4.6
10696;1010;1010;0;100;0;0;186;1700;1700;0;0;1700;4.8
10696;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10696;1006;1003->1006;1016;1171;400;450;989;0;0;0;0;0;0
10696;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10696;1002;1002;600;449;400;510;591;6;6;0;0;6;4.81
10696;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10697;1036;1036;60;240;720;5280;1576;110;110;3600;0;3710;8.9
10697;1023;1036->1023;0;0;0;3;0;2;2;0;0;2;8.31
10697;1010;1010;0;0;0;0;3;40;40;0;0;40;8.9
10697;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10697;1006;1003->1006;0;0;0;0;4;1;1;0;0;1;8.9
10697;1002;1002;0;0;0;0;0;3;3;0;0;3;8.9
10697;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10740;1036;1036;0;0;0;0;0;4;4;0;0;4;458.57
10740;1023;1036->1023;0;0;0;0;0;1;1;0;0;1;394.27
10740;1021;1021;0;0;0;0;0;3;3;0;0;3;458.57
10740;1010;1010;0;0;0;0;0;2;2;0;0;2;458.57
10740;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10740;1006;1003->1006;0;0;1;0;0;6;6;0;0;6;458.57
10740;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10740;1002;1002;3;3;2;2;2;2;2;0;0;2;451.43
10740;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10744;1024;1010->1024;0;0;0;0;0;0;0;0;0;0;0
10744;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10744;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10744;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10766;1021;1021;0;0;0;0;0;0;0;0;0;0;0
10766;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10766;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10766;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10766;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10778;1036;1036;600;100;65;0;0;0;0;0;0;0;0
10778;1021;1002->1021;4300;0;0;0;0;13;13;0;0;13;0.28
10778;1013;-;0;0;0;0;0;0;0;0;0;0;0
10778;1010;1010;400;0;50;100;0;1700;1700;0;0;1700;0.28
10778;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10778;1006;1006;9150;700;745;100;0;0;0;0;0;0;0
10778;1003;1003;0;0;0;0;0;5;5;0;0;5;0.27
10778;1002;1002;0;0;0;0;0;60;60;0;0;60;0.28
10778;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10782;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10782;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10782;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10782;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10798;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10798;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10798;1006;1006;0;0;2;0;0;1;1;0;0;1;142.42
10798;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10798;1002;1002;0;0;0;0;0;1;1;0;0;1;143.21
10798;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10805;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10805;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10805;1006;1006;0;0;0;0;0;0;0;0;0;0;0
10805;1003;1003;0;0;0;0;0;4;4;0;0;4;73.06
10805;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10805;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10807;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10807;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10807;1006;1006;0;5;0;0;0;1;1;0;0;1;108.4
10807;1003;1003;0;0;0;0;0;2;0;0;0;2;103.68
10807;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10807;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10808;1036;1036;80;48;8;25;0;0;0;0;0;0;0
10808;1021;1002->1021;0;0;0;0;0;0;0;0;0;0;0
10808;1013;-;0;0;0;0;0;0;0;0;0;0;0
10808;1010;1010;6;4;8;16;0;3;3;0;0;3;97.71
10808;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10808;1006;1006;64;44;72;8;0;0;0;0;0;0;0
10808;1003;1003;0;0;0;0;0;1;1;0;0;1;96.74
10808;1002;1002;2;20;0;4;0;1;1;0;0;1;105.43
10808;1001;1001;0;0;0;0;0;20;20;0;0;20;101.41
10809;1036;1036;0;0;4;0;0;0;0;0;0;0;0
10809;1021;1002->1021;0;0;0;0;0;0;0;0;0;0;0
10809;1013;-;0;0;0;0;0;0;0;0;0;0;0
10809;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10809;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10809;1006;1006;74;6;0;0;0;0;0;0;0;0;0
10809;1003;1003;0;0;0;0;0;1;1;0;0;1;105.15
10809;1002;1002;3;0;0;0;0;0;0;0;0;0;0
10809;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10839;1036;1036;1;2;2;1;3;5;5;0;0;5;16.99
10839;1023;1036->1023;0;0;0;0;0;2;2;0;0;2;17.67
10839;1021;1021;3;0;0;0;1;9;9;0;0;9;16.72
10839;1010;1010;0;1;0;0;0;0;0;0;0;0;0
10839;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10839;1006;1003->1006;4;0;0;0;1;3;3;0;0;3;17.64
10839;1002;1002;0;0;0;0;0;6;6;0;0;6;17.41
10839;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10845;1010;1010;0;0;0;0;0;0;0;0;0;0;0
10845;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10845;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10845;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10845;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10866;1036;1036;41;87;62;56;90;153;57;0;0;153;429.65
10866;1024;1024;0;0;0;0;0;0;0;0;0;0;0
10866;1023;1036->1023;0;0;0;0;1;7;7;0;0;7;339.83
10866;1021;1021;15;6;6;3;12;10;10;0;0;10;340.65
10866;1010;1010;3;9;25;17;7;30;30;0;0;30;345.69
10866;1009;1009;0;0;0;0;0;1;1;0;0;1;399.46
10866;1006;1003->1006;31;1;7;26;10;27;27;0;0;27;396.89
10866;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10866;1002;1002;0;0;0;0;0;96;0;0;0;96;418
10866;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10867;1036;1036;0;0;15;0;11;9;9;16;0;25;206.37
10867;1023;1036->1023;0;0;0;0;0;0;0;0;0;0;0
10867;1021;1021;0;0;0;0;0;0;0;0;0;0;0
10867;1010;1010;1;4;2;0;3;6;5;0;0;6;224.11
10867;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10867;1003;1003;0;0;0;0;0;16;0;0;0;16;223.45
10867;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
10925;1036;1036;486;734;369;259;713.409.400.359.457;397;353;480;0;877;11.35
10925;1023;1036->1023;188;229;184;58;0;240;240;0;0;240;11.49
10925;1021;1021;132;141;188;232;234.282.731.773.609;117;117;0;0;117;12.65
10925;1013;-;0;0;0;0;0;0;0;0;0;0;0
10925;1010;1010;416;51;34;66;11.740.539.601.277;1154;1154;0;0;1154;11.54
10925;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10925;1006;1006;740;869;938;746;776.776.630.591.238;982;972;0;0;982;10.63
10925;1003;1003;0;0;0;0;0;27;0;0;0;27;10.4
10925;1002;1002;328;353;368;359;383.371.742.902.269;93;76;480;0;573;12.61
10925;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10974;1010;1010;0;0;1;0;0;0;0;0;0;0;0
10974;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10989;1036;1036;12;1;4;3;6;4;1;4;0;8;570.29
10989;1024;1024;0;0;0;0;0;2;2;0;0;2;640.21
10989;1021;1021;0;0;0;0;0;0;0;0;0;0;0
10989;1010;1010;0;0;0;0;0;1;1;0;0;1;624.57
10989;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10989;1006;1006;0;7;5;1;6;2;2;1;0;3;561.08
10989;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10989;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10989;1001;1001;0;0;0;0;0;0;0;0;0;0;0
10997;1036;1036;0;0;0;1;0;1;1;0;0;1;205.63
10997;1023;1036->1023;0;0;0;0;0;1;1;0;0;1;201.88
10997;1021;1021;0;0;0;0;0;1;1;0;0;1;199.92
10997;1010;1010;0;0;0;0;0;1;1;0;0;1;195.01
10997;1009;1009;0;0;0;0;0;0;0;0;0;0;0
10997;1006;1003->1006;0;1;0;0;1;4;4;0;0;4;204.62
10997;1003;1003;0;0;0;0;0;0;0;0;0;0;0
10997;1002;1002;0;0;0;0;0;0;0;0;0;0;0
10997;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
11003;1036;1036;10;100;10;132;57;267;0;0;0;267;5.08
11003;1023;1036->1023;21;64;95;37;26;8;8;0;60;68;4.37
11003;1021;1021;0;0;0;0;8;1;1;0;0;1;4.13
11003;1010;1010;7;0;10;0;45;83;83;0;0;83;4.97
11003;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11003;1006;1003->1006;69;33;20;234;622;300;290;0;0;300;4.83
11003;1003;1003;0;0;0;0;0;0;0;0;0;0;0
11003;1002;1002;0;0;0;0;0;20;0;0;0;20;4.83
11003;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
11012;1013;-;0;0;0;0;0;0;0;0;0;0;0
11012;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11049;1036;1036;373;426;545;503;958.909.070.598.749;831;513;0;0;831;14.18
11049;1023;1036->1023;89;42;136;55;0;133;121;0;0;133;13.88
11049;1021;1021;60;36;48;19;611.874.441.465.594;75;75;0;0;75;13.36
11049;1013;-;0;0;0;0;0;0;0;0;0;0;0
11049;1010;1010;449;768;1351;1419;834.338.695.263.628;1315;1315;0;0;1315;13.64
11049;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11049;1006;1006;1088;732;834;819;801.587.131.367.292;1700;1700;0;0;1700;13.68
11049;1003;1003;0;0;0;0;0;148;0;0;0;148;13.41
11049;1002;1002;514;538;858;799;849.977.658.623.771;1350;1332;0;0;1350;14.37
11049;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11099;1006;1036->1006;0;0;0;0;0;13;13;0;0;13;0
11099;1001;1001;0;0;0;0;0;12;12;0;0;12;34.92
11180;1010;1010;0;0;0;0;0;1;1;0;0;1;1319.18
11184;1036;1036;0;0;11;1;3;12;12;0;0;12;462.89
11184;1006;1006;0;2;0;2;1;2;2;0;0;2;462.89
11184;1002;1002;0;0;10;0;0;0;0;0;0;0;0
11192;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11192;1006;1006;2;3;0;1;2;7;7;0;0;7;97.48
11192;1002;1002;0;0;0;2;0;2;2;0;0;2;97.48
11192;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11196;1006;1006;0;3;3;0;0;0;0;0;0;0;0
11196;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11197;1006;1006;0;0;0;0;0;3;3;0;0;3;143.5
11201;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11201;1006;1006;0;0;0;0;0;1;1;0;0;1;121.42
11201;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11202;1021;1002->1021;0;0;0;0;0;2;2;0;0;2;134.72
11202;1006;1006;0;0;0;3;0;0;0;0;0;0;0
11202;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11204;1036;1036;3;0;0;0;0;0;0;0;0;0;0
11204;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11204;1006;1006;0;0;0;0;0;5;5;0;0;5;123
11204;1002;1002;0;0;0;0;0;2;2;0;0;2;123
11204;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11205;1036;1036;1;2;56;0;23;0;0;0;0;0;0
11205;1021;1021;0;0;0;0;0;1;1;0;0;1;106.16
11205;1013;-;0;0;0;0;0;0;0;0;0;0;0
11205;1010;1036->1010;5;0;0;0;0;2;2;0;0;2;106.45
11205;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11205;1006;1006;30;34;23;12;27;199;195;0;4;203;106.6
11205;1003;1003;0;0;0;0;0;0;0;0;0;0;0
11205;1002;1002;0;0;0;0;0;0;0;0;0;0;0
11205;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11206;1010;1010;0;0;0;0;0;1;1;0;0;1;121.08
11206;1006;1006;0;0;1;0;0;3;3;0;0;3;122.52
11206;1002;1002;0;0;0;0;0;2;2;0;0;2;121.08
11206;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11215;1021;1021;0;0;0;0;0;0;0;0;0;0;0
11215;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11215;1006;1003->1006;0;0;5;0;1;14;14;0;0;14;22.67
11215;1003;1003;0;0;0;0;0;5;0;0;0;5;24.32
11215;1002;1002;0;0;0;0;0;0;0;0;0;0;0
11215;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
11225;1010;1010;1;0;0;0;0;0;0;0;0;0;0
11225;1002;1002;0;0;0;0;0;0;0;0;0;0;0
11247;1036;1036;73;60;26;4;177;2;2;0;0;2;10.67
11247;1024;1010->1024;0;0;0;0;0;0;0;0;0;0;0
11247;1023;1036->1023;0;0;0;0;0;0;0;0;0;0;0
11247;1021;1002->1021;190;0;264;407;149;1;1;0;0;1;11.18
11247;1013;-;0;0;0;0;0;0;0;0;0;0;0
11247;1010;1010;385;298;66;15;148;1177;1157;1068;0;2245;11.32
11247;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11247;1006;1006;819;484;427;261;553;296;296;1896;0;2192;11.15
11247;1003;1003;0;0;0;0;0;14;0;0;0;14;10.67
11247;1002;1002;150;134;209;0;155;1233;1227;0;0;1233;11.18
11247;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11248;1036;1036;17;2;4;14;6;8;8;0;0;8;254.74
11248;1021;1002->1021;0;1;0;4;0;15;15;0;0;15;256.85
11248;1013;-;0;0;0;0;0;0;0;0;0;0;0
11248;1010;1010;1;0;2;6;0;3;3;0;0;3;254.91
11248;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11248;1006;1006;4;8;1;3;5;14;14;0;0;14;254.29
11248;1003;1003;0;0;0;0;0;3;0;0;0;3;251.35
11248;1002;1002;15;9;12;5;12;12;12;14;0;26;254.91
11248;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11270;1002;1002;0;0;0;0;0;0;0;0;0;0;0
11277;1036;1036;1;0;9;0;0;1;1;0;0;1;48.03
11277;1024;1010->1024;0;0;0;0;0;1;1;0;0;1;48.03
11277;1023;1036->1023;0;0;0;0;0;3;3;0;0;3;47.9
11277;1021;1021;0;0;0;0;0;1;1;0;0;1;47.9
11277;1010;1010;0;3;0;0;0;0;0;0;0;0;0
11277;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11277;1006;1006;0;13;0;0;0;0;0;0;0;0;0
11277;1002;1002;0;0;0;0;0;0;0;0;0;0;0
11277;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11292;1003;1003;0;0;0;0;0;0;0;0;0;0;0
11292;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
11304;1010;1010;0;0;0;0;0;0;0;0;0;0;0
11311;1024;1024;0;0;0;0;0;0;0;0;0;0;0
11311;1023;1036->1023;0;0;0;65;5;39;24;0;0;39;725.12
11311;1021;1021;20;6;0;0;6;25;25;5;0;30;784.39
11311;1010;1010;0;0;0;15;0;0;0;0;0;0;0
11311;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11311;1006;1006;0;0;0;0;0;5;5;0;0;5;784.39
11311;1003;1036->1003;0;0;0;0;0;0;0;0;0;0;0
11311;1002;1002;0;0;0;0;0;0;0;0;0;0;0
11311;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11313;1024;1024;0;0;0;0;0;0;0;0;0;0;0
11313;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11313;1003;1036->1003;0;0;0;0;0;0;0;0;0;0;0
11313;1002;1002;0;0;0;0;0;0;0;0;0;0;0
11319;9006;9006;0;0;0;0;0;1210;1210;0;0;1210;5.36
11319;1036;1036;1501;1531;4410;0;2926;17040;17040;0;0;17040;5.38
11319;1024;1024;0;0;0;0;0;980;980;0;0;980;5.34
11319;1023;1036->1023;11557;8543;953;300;4449;5211;5208;0;0;5211;5.38
11319;1021;1021;150;300;675;100;249;117;117;0;0;117;5.37
11319;1015;1015;0;0;0;0;0;0;0;0;0;0;0
11319;1013;-;0;0;0;0;0;0;0;0;0;0;0
11319;1010;1010;805;388;1805;1380;398;428;428;0;0;428;5.35
11319;1009;1009;0;0;0;0;0;116;116;0;0;116;5.36
11319;1006;1036->1006;30912;26205;10130;16849;11738;18534;18534;0;0;18534;5.36
11319;1003;1003;0;0;0;0;0;30;0;0;0;30;5.4
11319;1002;1002;1092;600;300;0;278;120;120;0;0;120;5.4
11319;1001;1003->1001;0;0;0;0;0;783;171;0;0;783;5.36
11321;1024;1024;0;0;0;0;0;0;0;0;0;0;0
11321;1023;1036->1023;0;0;0;0;0;0;0;0;0;0;0
11321;1021;1036->1021;0;0;0;0;0;0;0;0;0;0;0
11321;1015;1015;0;0;0;0;0;0;0;0;0;0;0
11321;1013;-;0;0;0;0;0;0;0;0;0;0;0
11321;1010;1036->1010;0;0;0;0;0;0;0;0;0;0;0
11321;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11321;1003;1003;0;0;0;0;0;0;0;0;0;0;0
11321;1002;1036->1002;0;0;0;0;0;0;0;0;0;0;0
11321;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
11332;1036;1036;232;200;240;220;1;1136;1136;0;0;1136;363.96
11332;1024;1024;0;0;0;0;0;9;1;0;0;9;460.83
11332;1023;1023;30;28;41;49;25;27;20;0;0;27;365.88
11332;1021;1021;54;59;12;34;26;568;568;0;0;568;364.13
11332;1010;1010;20;20;17;24;11;35;35;0;0;35;460.83
11332;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11332;1006;1006;2210;2006;2276;951;2125;2403;1936;60;0;2463;363.9
11332;1003;1003;0;0;0;0;0;0;0;0;0;0;0
11332;1002;1002;100;33;53;34;34;427;427;0;0;427;363.97
11332;1001;1001;0;0;0;0;0;0;0;0;0;0;0
11347;1036;1036;0;0;970;0;644;0;0;0;0;0;0
11347;1023;1036->1023;0;0;0;0;0;0;0;0;0;0;0
11347;1021;1002->1021;0;0;0;0;7;1;1;0;0;1;5.57
11347;1010;1010;5;2;200;3;46;0;0;0;0;0;0
11347;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11347;1006;1003->1006;73;0;0;0;124;1;1;0;0;1;5.57
11347;1003;1036->1003;0;0;0;0;0;0;0;0;0;0;0
11347;1001;1003->1001;0;0;0;0;0;0;0;0;0;0;0
11355;1036;1036;31;17;0;0;0;3;3;0;0;3;8.46
11355;1024;1024;0;0;0;0;0;0;0;0;0;0;0
11355;1023;1036->1023;0;0;0;6;0;4;4;0;0;4;6.07
11355;1010;1010;9;6;0;0;0;0;0;0;0;0;0
11355;1009;1009;0;0;0;0;0;0;0;0;0;0;0
11355;1006;1003->1006;73;39;19;10;0;0;0;0;0;0;0
11355;1003;1003;0;0;0;0;0;0;0;0;0;0;0
